,Unnamed: 0,Text,Type
1527,1527,the i mission uncrewed nasaorion spacecraft filled science payloads andeaster eggs take look image we reveal dec,0
1528,1528,are wildfires getting worse unfortunately yes changes climate led wildfires increasing intensity severity size duration nasaclimate expert liz hoy explains studying events ground air amp space,0
1529,1529,as nasaorion continues journey home celebrating th anniversary iconic blue marble photo earth taken dec crew apollo get fullsize image,0
1530,1530,rt nasahistory we liftoff set moon carrying astronauts gene cernan jack schmitt,0
1531,1531,let hope milestone inspire transcend possible manner differences great du bois foremost mind common human beings sisters brothers earthhenrylouisgates i,0
1532,1532,rt nasaearth the worlds largest active volcano mauna loa eruptingthe nasausgs landsat satellite captured image o,0
1533,1533,rt nasahistory years ago today nasas countdown clock started preparation launch crewed mission,0
1534,1534,live now following todays close flyby moon experts giving update i missionthe nasaorion spacecraft expected splash pacific ocean dec,0
1535,1535,as nasaorion prepares bid moon adieu i mission says goodnight mooncheck video astromarshburn reading aloud childrens book past read along draw along event hosted crayola harperkids,0
1536,1536,rt nasasolarsystem one day solar here views captured today nasa spacecraft this moon th,0
1537,1537,an observatory capture light earths outer atmosphere set launch new the carruthers geocorona observatory honor dr george r carruthers designed amp built lunar telescope flown apollo,0
1538,1538,vaslopruben nasaorion i ii set flybys the artemis iii mission looks land astronauts surface moon south pole,0
1539,1539,we retrieved signal nasaorion expected loss signal spacecraft flew directly moonyou earth distance thats,0
1540,1540,earlvito nasaorion you watch live feed available spacecraft sometimes need prioritize bandwidth mission activities,0
1541,1541,nasaorion miles away moon right the spacecraft fly miles lunar surface et utc,0
1542,1542,live now nasaorion harnessing moons gravity accelerate earththe spacecraft expected fly miles lunar surface et utc,0
1543,1543,were planning biggest feats bringing mars samples earth play were looking feedback mars sample return series inperson meetings find details updated meeting locations,0
1544,1544,theres like weekend road trip follow nasaorions journey heads earth weve listed ways uptodate i mission including live tracker tumblr post,0
1545,1545,can fix yes astronauts josh cassada frank rubio successfully installed rollout solar array starboard truss structure spacestation they disconnected cable allowing restoring power channel operating capacity,0
1546,1546,mrsgeedeck spacestation the astronauts recharge refill suits spacewalk instead wearing spacesuits selfcontained units providing spacewalker needs life support spacewalk,0
1547,1547,watch newly installed rollout solar array deploys spacestations starboard truss structure time astronauts josh cassada frank rubio hours spacewalk,0
1548,1548,abibrownman a variety tethers astronauts safely attached station forth other tethers spacewalkers stable close worksite allowing use hands different tasks,0
1549,1549,davidksimerly youre speaking technical language good luck,0
1550,1550,byjork snoopy currently orbiting mi km moons surface you track snoopy aboard nasaorion artemis tracker uses realtime telemetry data orion times,0
1551,1551,rt spacestation nasa spacewalker josh cassada released rollout solar array attachment point rides,0
1552,1552,adakersh sine,0
1553,1553,cliffvandercave we pgt short pistol grip tool its cordless designed used bulky space gloves,0
1554,1554,mandylauralane nice you enjoy soundcloud sounds universe sample free,0
1555,1555,meharmsen you gotta big happy decorating,0
1556,1556,rabergerraphael chemistry thats great but dont count the road dreams straight path know life takes keep dream alive hope time,0
1557,1557,brewmeone spacestation that counts you couch,0
1558,1558,its good day home improvement astronauts currently ahead schedule install new rollout solar arrays outside spacestation what plan work today,0
1559,1559,ellengarnett thats astronauts hear team members ground,0
1560,1560,richardtkoenig we usually plan sevenhour spacewalk longer shorter astronauts susan helms jim voss hold record longest spacewalk hours minutes march,0
1561,1561,rt spacestation this narrated d animation describes nasaastronauts today todays spacewalk install,0
1562,1562,spacewalk progress watch astronauts astrojosh suit red stripes frank rubio unmarked suit install new spacestation rollout solar arrays the spacewalk expected seven hours,0
1563,1563,markybigsmoke our connection went moment thanks watching,0
1564,1564,live nasaastronauts prepare spacewalk spacestation install new rollout solar arrays,0
1565,1565,lawlznet,0
1566,1566,you construct additional pylons tune dec et utc nasaastronauts josh cassada frank rubio install rollout solar array upgrade power generation spacestations starboard structure,0
1567,1567,dont miss remaining coverage i moon mission dec et utc return lunar flybydec pm et utc flyby debrief dec pm et utc splashdown previewdec et utc nasaorion splashdown,0
1568,1568,as nasaorion spacecraft prepares journey earth reflect women led artemis i mission moonthrough woman person color walk lunar surface,0
1569,1569,rt nasaclimate mauna loa worlds largest active volcano erupting year pause this animation shows plume,0
1570,1570,live now the nasaorion spacecraft performing maneuvers exit lunar orbit begin journey moon earththe burn scheduled begin pm et utc,0
1571,1571,lots moon action monthand dont just mean orions journey on evening dec moon appear close jupiter a days later itll cover mars end month sliding past saturn jupiter our whats up guide details,0
1572,1572,across nasa celebrated indigenous native american culture heritage passed generation generation centuries check recap highlights team members higher,0
1573,1573,rt vp the united states france partnered space exploration years it honor welcome president macro,0
1574,1574,being able help folks increase knowledge native americans nasa ive learned lot backgroundlearn ronnie adams reflects heritage past nasakennedy,0
1575,1575,live now were previewing nasaorions scheduled departure distant retrograde orbit moon begin thursday dec pm et utc,0
1576,1576,today nasa headquarters administrator senbillnelson took vp emmanuelmacron virtual trip moon views i mission now turn allonsy,0
1577,1577,we togethertoday senbillnelson hosted vp amp emmanuelmacron headquarters washington from earths ocean deep space continue build years collaboration betterment,0
1578,1578,rt nasalsp launch update the surface water ocean topography satellite scheduled launch dec pstthe,0
1579,1579,the generation nasaearth science moving forwardfollowing independent review implementing recommendations ensure earth system observatory meet science goals help understand changing planet,0
1580,1580,is water moon yes form ice water critical future missions golf cartsized viper rover explore lunar south pole search ice,0
1581,1581,abdullahsays mallorygurecki nasaorion twitterspaces rockets work newtons law motion action equal opposite reaction as rocket pushes exhaust backward makes rocket forward learn,0
1582,1582,regulators mount data chandraxray sofiatelescope reveal star cluster regulates itselfallowing limited set stars grow expelling gas this process likely slows new star creation,0
1583,1583,kingjedidai mrbankstips nasaorion our nasaorion spacecraft cameras cameras aboard located solar array wings one took shot,0
1584,1584,on flight day i mission nasaorion reached maximum distance earth miles away home orion traveled farther spacecraft designed carry humans deep space amp safely return earth,0
1585,1585,live now the nasaorion spacecraft halfway i mission moon hear nasa leaders upcoming milestones leading splashdown dec,0
1586,1586,note nasaorion expected period signal as space communications need line sight transmit receive signals right moon orion nasascan deep space network tracking stations stay tuned live video,0
1587,1587,even nasaorion uncrewed doesnt mean spacecraft emptycommander moonikin campos taking nasaartemis twitter account lunar orbit soon spacecraft hit maximum distance earth miles,0
1588,1588,mrbharatr nasaorion i flight test need stress systems astronauts aboard nasaorions retrograde orbit allows spacecraft spend time deep space allowing testing rigorous conditionsheres,0
1589,1589,globusbaumarkt well share excitement well continue uploading images video nasaartemis flickr album,0
1590,1590,rt deadline selena gomez stacey abrams teaming produce music documentary discovery,0
1591,1591,rt nbcsnl selenagomez,0
1592,1592,tune fallontonight tonight pm et nbc,0
1593,1593,rt rarebeauty introducing new positive light silky touch highlighter brush this innovative powder highlighter gives skin ins,0
1594,1594,today giving tuesday day encourages people ways please join making difference donate rare impact fund enjoy offsitewide today,0
1595,1595,rt surgeongeneral grateful friend selenagomez sharing story my mind amp me inviting jou,0
1596,1596,listen alist pop playlist applemusic,0
1597,1597,rt lupusresearch dont miss tonights unforgettable night tune online pm est support promisin,0
1598,1598,shop new collection store net proceeds donated rare impact fund people access need support mental health,0
1599,1599,you redeem free months appletvplus watch,0
1600,1600,rt stanfordhil selenagomez honored recipient mental health innovations award mentee excellence,0
1601,1601,rt markruffalo nyers check badass video w fellow nyers marisatomei juliannemoore amp johnleguizamo and make plan vote,0
1602,1602,rt jayshetty this week podcast i sit selenagomez discuss battle mental health full talk,0
1603,1603,watch conversation zanelowe apple tower theatre appletvplus,0
1604,1604,thank pandoramusic,0
1605,1605,thank spotify love support,0
1606,1606,rt applemusic sharing story worldlisten selenagomezs powerful new single play,0
1607,1607,rt appletvplus in honest work selenagomez invites emotional journey darkness light,0
1608,1608,rt siriusxm we anymore selenagomez radio channel siriusxm hear new selena music scene,0
1609,1609,rt nytimesmusic selena gomez my mind me critics pick,0
1610,1610,also mental health category vote,0
1611,1611,so proud rarebeauty rare impact finalists corporate social responsibility category please help vote,0
1612,1612,its years i sat zanelowe were getting real music mental health year journey making dont miss exclusive conversation tomorrow pm pt appletvplus,0
1613,1613,my new documentary selena gomez directed alekkeshishian appletvplus i hope telling story help tell,0
1614,1614,rt selenafanclub her mind us join tomorrow pm est official watch party if dont appletvplus,0
1615,1615,my new song my mind amp me inspired journals years,0
1616,1616,today world premiere selena gomez afifest im thrilled share special gift fans month free trial appletvplus stream film nov,0
1617,1617,my mind amp me song lyric video tomorrow pt,0
1618,1618,my forever role model,0
1619,1619,presave my mind amp me november rd watch film november th appletvplus,0
1620,1620,georgia voters make sure vote early staceyabrams,0
1621,1621,my mind amp me new song upcoming film appletvplus november rd pt et noon gmt you presave,0
1622,1622,presave new song coming soon,0
1623,1623,every breath breakthroughin honor i wanted sharethe trailer documentary selena gomez my mind amp menovember appletvplus,0
1624,1624,rt selenagomeznews then wont feel a cryptic clue fromselenagomez andappletvplus the trailer releases t,0
1625,1625,rt selenafanclub a new exclusive appletvplus amp selenagomez its time detective hats piece,0
1626,1626,rt gomezsource if somebody sees like heres exclusive look received selenagomez appletvplus ah,0
1627,1627,the years life captured alekkeshishian selena gomez my mind amp me i wait share personal journey november appletvplus,0
1628,1628,rt appletvplus mark calendars monday watch official trailer selena gomez my mind amp me,0
1629,1629,many state voter registration deadlines approaching early weekcheck voter registration today whenweallvote,0
1630,1630,rt rarebeauty were proud launch make rare impact challenge each power make impact community,0
1631,1631,thank featuring calm down youtubemusic heisrema,0
1632,1632,i know september butmy new rarebeauty holiday sets arrivedshop exclusive sets sephora,0
1633,1633,go scenes calm down music video heisrema,0
1634,1634,rt appletvplus a piece selenagomezs story spans years life covering highs lows bet,0
1635,1635,rt afifest we wait selenagomez share journey join opening night world premiere deeply pe,0
1636,1636,wanna hear story coming soon appletvplus,0
1637,1637,watch official video calm down heisrema,0
1638,1638,the official video calm down heisrema tomorrow pt pm wat,0
1639,1639,happy birthday rarebeauty,0
1640,1640,rarebeautyturns todaywe created brand break unrealisticstandards perfection help celebrate individuality im incredibly proudof whatweveaccomplished far love guys,0
1641,1641,baby calm heisrema,0
1642,1642,wow,0
1643,1643,,0
1644,1644,selsgraceful hey,0
1645,1645,four new episodes today,0
1646,1646,cresc selenafanclub lol,0
1647,1647,babylovesxo heisrema,0
1648,1648,check lyric video calm down heisrema look official video coming week,0
1649,1649,calm down heisrema,0
1650,1650,the perfect pot perfect pinchwhoops ourplace,0
1651,1651,rt heisrema day presave linkinbio selenagomez,0
1652,1652,calm down thursday midnight wat pm pt heisrema,0
1653,1653,rt rarebeauty so proud share firstever rare beauty social impact reportthis report highlights growth weve fostered t,0
1654,1654,an new version heisrema calm down coming excited,0
1655,1655,episode streaming onlymurdershulu,0
1656,1656,rt hbomax throw sizzle grill selenagomez malibu summer season selena chef premieres august hbo,0
1657,1657,allnew season selena chef malibu returningaugust hbomax,0
1658,1658,rt rarebeauty just landed sephorabrasil this makeup feel good hiding makes uniqueyou try,0
1659,1659,rt vixplus mi vecino el cartel es una docuserie criminal basada en hechos reales y saben quin es productora ejecutiva la incre,0
1660,1660,thank guys bday love this yearmy biggest wish donationsto therare impact fund together reduce stigma associated mental health increase access resourceslove guys,0
1661,1661,lol,0
1662,1662,rt rarebeauty were coming brazil arriving august rd sephorabrasil,0
1663,1663,new episode today onlymurdershulu,0
1664,1664,so excited season,0
1665,1665,my rarebeauty kind words matte lipstick lip liner finally im really excited guys try onenow available globally online instores sephora spacenk,0
1666,1666,rt onlymurdershulu this friendly yes friendly neighbor friendlier reminder a brandnew episode,0
1667,1667,season starts onlymurdershulu,0
1668,1668,please support ppact i fearful happen necessary means access safe legal abortion,0
1669,1669,watching constitutional right stripped away horrific a woman right choose wants body end story,0
1670,1670,rt rarebeauty use kind words its easy applying lipstickkind words matte lipstick lip liner drops globally et,0
1671,1671,onlymurdershulu same,0
1672,1672,the un secretary general antonioguterres said hatred danger fighting job thank un ccdhate working stop online hate misinformation say,0
1673,1673,im excited yall season coming soon,0
1674,1674,rt mtv to champion drbiden surgeongeneral amp selenagomez teamed mtv amplify voices youth acti,0
1675,1675,it honor sit potus flotus surgeongeneral discuss prioritizing mental health,0
1676,1676,its frustrating im sure say anymore those power need stop giving lip service actually change laws prevent shootings future,0
1677,1677,today home state texas innocent students killed simply trying education a teacher killed doing job invaluable sadly appreciated job if children arent safe school safe,0
1678,1678,rt surgeongeneral day chance steps better mental health amp support love join tod,0
1679,1679,rt surgeongeneral im grateful met flotus selenagomez amp young people addressing throug,0
1680,1680,thank flotus having white house discuss important issue,0
1681,1681,june th cant wait yall onlymurdershulu season,0
1682,1682,my heart broken horrific attack buffalo social media companies deal hate,0
1683,1683,melissavcomedy mikeyfuntime streetseidell no like did gooh,0
1684,1684,rt nbcsnl tonight selenagomezlive nbc peacocktv,0
1685,1685,rt nbcsnl,0
1686,1686,rt ourplace were so excited share our place x selenagomez collectiona celebration ways cook well don,0
1687,1687,rt rarebeauty that fresh makeupmakeup founder selenagomez using new positive light tinted moisturizer spf check,0
1688,1688,rt lupusresearch on im teaming lupusresearch alliance empower lupus warriors let knowyou,0
1689,1689,rt nbcsnl saturday selenagomez hosts musical guest postmalone,0
1690,1690,see may,0
1691,1691,rt lupusresearch in days join coming global scale virtual walk us cure lupus the prog,0
1692,1692,rt lupusresearch this teaming selenagomez quest accelerate research visit,0
1693,1693,rt letswondermind change starts for working destigmatize mental health empowering share,0
1694,1694,living rare impact sweatshirtcreated honor rare impact rarebeautysyour words matter educational campaign inspireand educate power influence words net proceeds support rare impact fund,0
1695,1695,excited share thewhitehouse mtv amp rarebeautys rare impact fund joining forces mental health youth action forummay th looking forward working young leaders help shape positive conversations selfacceptance mental wellbeing,0
1696,1696,rt ccdhate there tax able express voices our ceo imiahmed told technewsweekly instagram,0
1697,1697,rt spacenk coming soon the wait new rarebeauty selenagomez positive light tinted moisturiser spf lands s,0
1698,1698,the newsletter letswondermind,0
1699,1699,my new rarebeauty positive light tinted moisturizer broad spectrum spf arrived flexible shades sephora its nomakeup makeup bottle lets real shine smoothglowy skin sun protection inone,0
1700,1700,our initiative letswondermind email newsletter dedicated taking time mind the issue coming soon make sure subscribe,0
1701,1701,cannot wait guys weve season heres sneak peek onlymurdershulu,0
1702,1702,season coming june onlymurdershulu,0
1703,1703,meet favorite products weve created rarebeautys positive light tinted moisturizer broad spectrum spf launches pm pt,0
1704,1704,rt coldplay the new piano version selenagomez today stream download,0
1705,1705,gabbyrevlugo tanyasaracho ojalaprods peacocktv ucp,0
1706,1706,tanyasaracho gabbyrevlugo ucp peacocktv,0
1707,1707,letswondermind coming soon sign know official launch date,0
1708,1708,rt surgeongeneral today im making official request general public stories research this,0
1709,1709,,0
1710,1710,they said fun working stevemartintogo martin short,0
1711,1711,rt spacenk come rare beauty cafhead great castle street london ww lu rarebeauty themed coffee,0
1712,1712,rt spotify well let love coldplays version let somebody go selenagomez,0
1713,1713,rt spacenk and just like thatrarebeauty selenagomez arrived storesgrab bestie head stores,0
1714,1714,let somebody go scenes,0
1715,1715,rt alluremagazine selenagomezs rarebeauty small startup grew big business bigger impact,0
1716,1716,rt coldplay let somebody go selenagomez watch new video,0
1717,1717,let somebody go video coldplay,0
1718,1718,let somebody go,0
1719,1719,rt coldplay let somebody go selenagomez monday pm gmt pm cet noon et pt,0
1720,1720,rt coldplay let somebody go selenagomez video premieres monday pm gmt pm cet noon et pt ht,0
1721,1721,rt coldplay let somebody go coldplay x selenagomez the new single monday,0
1722,1722,rt rwlshmakeup selenagomez teaches signature makeup look full video youtube channel,0
1723,1723,rt spacenk the moment youve waiting rarebeauty selenagomez just landed this makeu,0
1724,1724,the fight right vote important thats im joining michelleobama whenweallvote cochair together change culture voting increase voter participation close race age gap fight voter suppression,0
1725,1725,thanks hotelt love,0
1726,1726,i wait learn students country approaching mental health selfcare,0
1727,1727,rt rottentomatoes congratulations twotime award winners selenagomez stevemartintogo martin short new,0
1728,1728,thank guys joining watch partyloved seeing reactions,0
1729,1729,johnnys cuter isnt firebreathing maniacal monster dont agree,0
1730,1730,this scene making crave smores anyone,0
1731,1731,way johnny,0
1732,1732,poor johnny cranky fangs better make right,0
1733,1733,mavis mightve spoke soon,0
1734,1734,click play now transformania enjoy movie tell think way i wait hear,0
1735,1735,the watch party start be sure join conversation using,0
1736,1736,watch transformania primevideo tonight pm pt pm et join conversation using,0
1737,1737,rt rarebeauty be kind today you know people going scenes rare impact fund grantee didihirsch,0
1738,1738,join watch party tomorrow primevideo pm pt pm et,0
1739,1739,rt selenafanclub happy weve wrapped round finger like ring,0
1740,1740,meet friday official transformania twitter watch party you know checkin,0
1741,1741,mooncloudssg rarebeauty,0
1742,1742,it understatement say im proud rarebeauty team accomplished far love guys,0
1743,1743,so sad final chapter wait guys transformania primevideo week,0
1744,1744,rt rarebeauty here lastthe spring collection youve waiting new warm wishes effortless bronzer stick new always,0
1745,1745,rt lupusresearch to help elevate conversation mental health struggling got personal sele,0
1746,1746,rt rarebeauty just launched get access shop new shades soft pinch liquid blush today december exclusively o,0
1747,1747,watch final trailer transformania streaming exclusively primevideo january th,0
1748,1748,rt disneytvstudios thank criticschoice honoring onlymurdershulu four award nominations including best come,0
1749,1749,rt katiewelch and rarebeauty puffy tote cosmetic bag amp weekend duffle,0
1750,1750,rt enews only winners building congrats win comedy tv star selenagomez,0
1751,1751,rt thr selena gomez produce true crime docuseries for forthcoming univision streaming service,0
1752,1752,thank surgeongeneral new advisory this important issue,0
1753,1753,rt recordingacad congratulations th best latin pop album nominees pabloalboran paulaarenas ricardoarjona camilomus,0
1754,1754,net proceeds store rarebeauty rare impact fund monday,0
1755,1755,it takes fails mastering skill have watched season selena chef,0
1756,1756,rt lupusresearch honorary chair selenagomez making sure know join lupus research alliance,0
1757,1757,rt entrepreneur why selenagomez is cofounding mental health media company with her mom mandy teefey newsletter whiz daniella piers,0
1758,1758,,0
1759,1759,honored grateful tell marys inspiring story ebresearchs virtual event nov th pm et for like mary live eb time cure you learn rsvp,0
1760,1760,thanks patience weve worked make blue better excited looking forward sharing soon,0
1761,1761,subscribers able change handle display profile photo theyll temporarily lose blue checkmark account reviewed,0
1762,1762,begin replacing official label gold checkmark businesses later week grey checkmark government multilateral accounts,0
1763,1763,subscribe youll edit tweet p video uploads reader mode blue checkmark account reviewed,0
1764,1764,relaunching twitterblue monday subscribe web month ios month access subscriberonly features including blue checkmark,0
1765,1765,elenbaashier,0
1766,1766,kufesteezz does help,0
1767,1767,masoncollects,0
1768,1768,abdulsabooh happening,0
1769,1769,thaddarmyat soon,0
1770,1770,vikaarajeevi people,0
1771,1771,rudeger huge w,0
1772,1772,wikyupedia youre right,0
1773,1773,hit tweet,0
1774,1774,whoa worksnow mix gifs videos images tweet available ios android,0
1775,1775,edited tweet testing edit buttonthis happening youll okay,0
1776,1776,brave add twitter circle,0
1777,1777,giving twitter circle tweets arent add people use,0
1778,1778,wikyupedia fixing,0
1779,1779,itsmeiliana incredible,0
1780,1780,harringtonsbmw hahah,0
1781,1781,laswagna dont know funny,0
1782,1782,hafiq real,0
1783,1783,hannahhsamantha cute,0
1784,1784,follow makes laugh,0
1785,1785,mohyudin phone battery ok,0
1786,1786,docromcom just doing thing,0
1787,1787,michaelbucwa sure send calendar invite,0
1788,1788,rt just closed reopened app,0
1789,1789,wishing followers nice day,0
1790,1790,youve stolen tweet say sorry,0
1791,1791,rt camerobradford when people dating like tweets like picture laughing ho,0
1792,1792,arkunir non toujours pas,0
1793,1793,know,0
1794,1794,ratios build character,0
1795,1795,rt pvrekhs people constantly reply tweets extra info add,0
1796,1796,rt twitterspaces twitter spaces real live audio convos join couch dog park bathtub ar,0
1797,1797,working edit button,0
1798,1798,mcdonalds ordered months ago want snack wraps,0
1799,1799,lwtsphh hes defrosting single drop,0
1800,1800,jeffbcraven yay jeff,0
1801,1801,btsfactss bird tweet,0
1802,1802,blackprints yeah thats check,0
1803,1803,praatyy friends,0
1804,1804,eihsip hahahahahahahahahahahaha,0
1805,1805,lennisminuit confirm good feeling,0
1806,1806,spartlnn showing,0
1807,1807,jacekth good,0
1808,1808,mupfyt meh,0
1809,1809,good,0
1810,1810,search really important things dms,0
1811,1811,louanben,0
1812,1812,,0
1813,1813,asked engineers pin dm said no you can pin six,0
1814,1814,emojimashupbot thank youre,0
1815,1815,laughing crying,0
1816,1816,sourpatchkids sour patch watermelons sending invoice asap,0
1817,1817,pizzahut youre subject matter expert,0
1818,1818,mcdonaldscanada didnt leave couch,0
1819,1819,tweet super bowl commercial,0
1820,1820,larryziamnialer having little oomf,0
1821,1821,tragicbabie sleep,0
1822,1822,cassieglows million,0
1823,1823,koldkirby,0
1824,1824,olpafc just say magic word,0
1825,1825,itsmenieb just try tonight,0
1826,1826,venph bad,0
1827,1827,oh good youre million tweets look,0
1828,1828,seipatisanity guess voted,0
1829,1829,itssemya ok,0
1830,1830,mmishaalxx new,0
1831,1831,onlinebigbros signed,0
1832,1832,iamawaisuddin,0
1833,1833,copragemini just reminiscing,0
1834,1834,blossombobaa oh,0
1835,1835,candancelik asking,0
1836,1836,louanben double dog,0
1837,1837,think fleets,0
1838,1838,breefrmtx tell twitter replied,0
1839,1839,fairyfiends,0
1840,1840,kingfikser,0
1841,1841,ketaminepatch cowgirlsnft,0
1842,1842,kamaukrypto,0
1843,1843,wearethefour,0
1844,1844,cmdrnova,0
1845,1845,keyon keychain,0
1846,1846,hobisshawtyy,0
1847,1847,jmsognft,0
1848,1848,cryptochicks,0
1849,1849,irisluckysloth,0
1850,1850,mbarutcuart,0
1851,1851,fairyfiends the details dming,0
1852,1852,wearethefour flying dms,0
1853,1853,flowergirlsnft varvaraalay love dming varvaraalay,0
1854,1854,kingfikser choices lets dm,0
1855,1855,designwithmj kingurantatata yes great reco gonna dm,0
1856,1856,ketaminepatch cowgirlsnft yeehaw love sliding dms cowgirlsnft,0
1857,1857,jmsognft big fan dogs sliding dms,0
1858,1858,rt twitterblue gm you asked lot now rolling labs nft profile pictures ios,0
1859,1859,zebmp bold follow dm,0
1860,1860,cryptochicks dming,0
1861,1861,hobisshawtyy obsessed dming,0
1862,1862,muskanraina dming deer,0
1863,1863,irisluckysloth thank flower accept dm,0
1864,1864,nygixxv truly amazing dming,0
1865,1865,kamaukrypto sliding dms,0
1866,1866,mbarutcuart looks delicious dming,0
1867,1867,hotgirltas weve observed love dming,0
1868,1868,cmdrnova true artist sliding dms,0
1869,1869,yuckcrypto,0
1870,1870,gm looking nft pfp,0
1871,1871,bentelerski l o v e y o u b e n,0
1872,1872,bentelerski good word choice,0
1873,1873,azwiin want tweeting existence x,0
1874,1874,emeldawuaku youll saving lives multiple ways,0
1875,1875,guapaoflagos just promise tickets,0
1876,1876,joshuakissi dream direct,0
1877,1877,imalfieirock sending green vibes,0
1878,1878,gendadszz graduation years,0
1879,1879,foreverrraging app store,0
1880,1880,natasha beep beep youre coming,0
1881,1881,thehcndmaiden straight as future doubt,0
1882,1882,ogetheyogi feels like coming soon,0
1883,1883,scottiebeam issues,0
1884,1884,sipz yes set those intentions,0
1885,1885,yolophonik bring the beat in,0
1886,1886,willowbaker wembley come,0
1887,1887,ibebellah claim it,0
1888,1888,destinydreadful dont shy tell,0
1889,1889,deepsoap alphabetical just fun,0
1890,1890,missdeu niall horan things way wrking,0
1891,1891,kafuikomla bar high youre gonna pass,0
1892,1892,niallofficial hello lover,0
1893,1893,rt matthewacherry literally unreal manifest dreams it costs know day come true huge tha,0
1894,1894,,0
1895,1895,los angeles ca,0
1896,1896,los angeles ca,0
1897,1897,los angeles ca,0
1898,1898,chicago il,0
1899,1899,toronto on,0
1900,1900,san francisco ca,0
1901,1901,chicago il,0
1902,1902,chicago il,0
1903,1903,new york ny,0
1904,1904,toronto on,0
1905,1905,hollywood ca,0
1906,1906,dream tweet new york ny,0
1907,1907,arkunir oui,0
1908,1908,retweets thats hit,0
1909,1909,arkunir,0
1910,1910,tweets prosper ratioed,0
1911,1911,pavgod captured vibe exactly,0
1912,1912,epiknft,0
1913,1913,laswagna know,0
1914,1914,lets just goes,0
1915,1915,thats wrap totally normal year,0
1916,1916,rayofwanda best plan,0
1917,1917,vyazquez dont ideas,0
1918,1918,donthidemb exactly,0
1919,1919,welp,0
1920,1920,luvatdisco glad aligned,0
1921,1921,djarinculture just taking tweet tweet bestie,0
1922,1922,neilsane youre real neil,0
1923,1923,krystinaiam ugh edit button,0
1924,1924,just tweeting,0
1925,1925,iifesuppcrts taking page page,0
1926,1926,jeremiahkohn ok good luck,0
1927,1927,shukrni stuffed animal better,0
1928,1928,youngfiorella judging cover,0
1929,1929,yourmindvoice margins,0
1930,1930,the city jackson mississippi issued citywide boil water notice troubled lost pressure line breaks likely caused weather,0
1931,1931,at people buried following avalanche austria a search rescue operation underway,0
1932,1932,a los angeles jury tory lanez guilty charges related shooting fellow rapper megan thee stallion,0
1933,1933,the house voted pass massive trillion government spending ahead shutdown deadline the legislation approved earlier senate heads president bidens desk,0
1934,1934,the faa investigating emergency landing spirit airlines flight crew reported aircraft struck lightning twice just takeoff philadelphia,0
1935,1935,at people dead injured gunman opened paris officials say an investigation ongoing,0
1936,1936,the house jan committee released final report investigation capitol insurrection trumps role,0
1937,1937,ohio police missing monthold baby taken recent car theft the child alive,0
1938,1938,sam bankmanfried disgraced founder crypto exchange ftx released million bond us court appearance,0
1939,1939,americas economy grew faster previously thought quarter sign federal reserves battle cool economy fights inflation having limited impact,0
1940,1940,jennifer mcclellan poised make history black woman represent virginia congress winning democratic nomination,0
1941,1941,exclusive thebiden administration launched expansive task force investigate us western components ending iranianmade drones russia launching ukraine multiple officials familiar effort tell cnn,0
1942,1942,house democrats release documents showing president donald trump filed income tax returns explaining committees investigation,0
1943,1943,house committee approves motion release materials trumps taxes public,0
1944,1944,trumps white house ethics lawyer told cassidy hutchinson misleading testimony january committee sources say,0
1945,1945,rt cnn the white house making plans ukrainian president volodymyr zelensky meet president biden washington wednesday,0
1946,1946,at people died thousands power following magnitude earthquake northern california follow live updates,0
1947,1947,a police officer shot atatiana jefferson death texas home sentenced nearly years prison,0
1948,1948,the taliban suspend university education female students afghanistan effective immediately education ministry says,0
1949,1949,wells fargo fined billion illegal activity harmed million consumer accounts multiple years,0
1950,1950,a magnitude earthquake detected miles westsouthwest ferndale california humboldt county us geological survey says,0
1951,1951,lawmakers unveil legislative text massive government funding congress hopes pass avert shutdown end week,0
1952,1952,harvey weinstein guilty seven charges including rape california sexual assault trial,0
1953,1953,the house january committee approves historic final report capitol riot criminal referrals president trump,0
1954,1954,south african president cyril ramaphosa reelected leader party surviving efforts begin impeaching,0
1955,1955,at people hawaiian airlines flight injured plane encountered severe turbulence authorities say,0
1956,1956,rt cnn breaking soccer superstar lionel messi just won firstever world cup scoring goals regular time lead argentin,0
1957,1957,rt cnn breaking argentina defeats france instant classic shootout win fifa world cup final,0
1958,1958,argentina leads france half penalty kick lionel messi goal ngel di mara,0
1959,1959,television personality sharon osbourne returned home saturday day taken southern california hospital following emergency,0
1960,1960,croatia holds morocco actionpacked match claim place world cup,0
1961,1961,more migrants arrived el paso texas day past week this usmexico border really looks like,0
1962,1962,the father man accused killing people parade illinois charged connection attack,0
1963,1963,the house january committee considering asking justice department pursue criminal charges president donald trump source says,0
1964,1964,president biden signs law stopgap measure extend government funding week avoid shutdown,0
1965,1965,a qanon follower described ringleader attack us capitol sentenced years prison,0
1966,1966,brittney griner departs texas medical military facility marking step return american life months russian custody,0
1967,1967,a satellite survey earths oceans freshwater lakes lifts spacex falcon rocket,0
1968,1968,exclusive fifa rebuffed ukrainian president zelenskys request share message world peace world cup final source says,0
1969,1969,russian missile strikes ukraine target infrastructure knocking power railways leaving cities like kharkiv electricityfollow live updates,0
1970,1970,a texas police officer white guilty manslaughter shooting death atatiana jefferson yearold black woman,0
1971,1971,an attorney disciplinary panel finds rudy giuliani violated ethics rules making false election claims held liable sanctions,0
